TOTAL_INSTANCES 500

INSTANCE TD_UNIQUE_C_100_001
LAYOUT C
CUSTOMERS 100
TOTAL_VEHICLES 28
VEHICLE_CAPACITIES
62 65 72 74 83 84 84 85 85 87 87 91 91 91 91 94 95 96 97 100 100 103 105 106 106 107 111 111
M_INTERVALS 4
START    END      SPEED_MULTIPLIER
0        300      1.14
300      600      0.49
600      1000     1.47
1000     2000     0.98
CUSTOMER_DATA
CUST_NO  XCOORD  YCOORD  DEMAND  READY_TIME  DUE_DATE  SERVICE_TIME
41       75      7       16      424         501       10
42       52      77      15      635         696       18
43       18      15      15      62          148       12
44       78      13      25      248         322       18
45       41      73      15      599         675       16
46       15      21      10      5           79        12
47       73      21      17      255         361       10
48       52      78      21      468         530       16
49       23      23      14      76          164       20
50       78      26      23      319         413       10

INSTANCE TD_UNIQUE_C_50_357
LAYOUT C
CUSTOMERS 50
TOTAL_VEHICLES 15
VEHICLE_CAPACITIES
45 47 50 60 64 66 67 79 79 84 85 88 92 96 98
M_INTERVALS 4
START    END      SPEED_MULTIPLIER
0        300      1.21
300      600      0.31
600      1000     1.32
1000     2000     0.96
CUSTOMER_DATA
CUST_NO  XCOORD  YCOORD  DEMAND  READY_TIME  DUE_DATE  SERVICE_TIME
0        50      50      0       0           1100       0
1        32      16      18      20          83        19
2        89      28      15      381         470       18
3        44      80      18      411         471       10
4        10      25      11      204         270       16
5        72      9       20      343         413       12
6        44      83      24      590         688       13
7        13      10      20      127         211       14
8        89      14      24      318         407       19
9        40      77      12      393         465       14
10       18      13      23      165         256       12
11       77      17      12      494         577       11
12       58      82      10      574         684       18
13       20      15      15      54          159       15
14       85      26      21      335         442       18
15       36      78      11      627         689       19
16       26      8       11      215         284       16
17       84      9       22      435         530       18
18       52      80      15      408         486       10
19       22      14      12      134         208       10
20       83      21      24      360         445       12
21       50      86      10      583         644       14
22       17      25      25      248         315       14
23       78      23      16      238         342       17
24       37      81      12      638         736       14
25       18      16      12      101         173       12
26       68      27      18      455         553       10
27       46      84      13      624         700       18
28       19      22      14      300         371       13
29       92      20      13      411         508       17
30       41      91      17      435         539       16
31       20      13      13      122         214       14
32       90      24      10      364         426       14
33       56      91      16      507         576       18
34       16      17      19      19          81        20
35       81      17      19      232         323       19
36       58      75      17      644         751       19
37       12      15      16      264         359       16
38       94      24      24      254         364       15
39       40      99      12      353         426       14
40       8       23      19      33          138       19
41       93      17      25      410         506       11
42       43      81      21      550         622       12
43       22      21      11      19          127       15
44       92      20      22      430         535       16
45       59      78      24      552         647       11
46       24      9       18      197         298       14
47       78      26      15      348         419       16
48       58      73      24      600         671       13
49       7       25      25      99          188       17
50       78      21      16      279         349       13

INSTANCE TD_UNIQUE_RC_100_358
LAYOUT RC
CUSTOMERS 100
TOTAL_VEHICLES 28
VEHICLE_CAPACITIES
54 73 76 77 77 78 79 81 82 83 85 86 87 88 89 89 92 96 96 98 98 101 106 106 107 107 107 108
M_INTERVALS 4
START    END      SPEED_MULTIPLIER
0        300      1.09
300      600      0.6
600      1000     1.22
1000     2000     1.04
CUSTOMER_DATA
CUST_NO  XCOORD  YCOORD  DEMAND  READY_TIME  DUE_DATE  SERVICE_TIME
0        50      50      0       0           1300       0
1        54      40      11      129         224       12
2        11      91      16      580         658       20
3        100     67      19      508         591       20
4        39      70      16      279         339       13
5        12      68      20      374         451       10
6        19      69      24      376         445       16
7        86      57      16      308         368       10
8        20      65      10      356         417       15
9        6       98      13      612         677       14
10       23      84      19      450         538       14
11       48      57      23      150         223       12
12       21      86      23      531         614       13
13       100     92      15      673         737       15
14       21      84      25      456         526       20
15       9       3       23      663         754       15
16       7       72      15      511         575       18
17       100     69      22      560         655       18
18       9       82      20      495         586       18
19       99      61      12      553         647       10
20       22      75      13      314         395       14
21       7       43      25      411         493       11
22       33      79      10      415         487       16
23       30      78      25      382         484       12
24       16      72      15      409         479       17
25       22      100     11      573         667       19
26       11      61      21      429         528       17
27       23      64      21      282         379       20
28       20      73      24      401         461       17
29       71      82      10      378         458       19
30       21      70      16      342         436       11
31       46      65      19      159         269       19
32       19      92      23      497         598       11
33       77      64      15      290         368       14
34       25      78      12      396         460       16
35       67      71      19      342         422       19
36       20      79      18      358         436       10
37       64      27      20      372         477       15
38       26      86      18      492         588       10
39       49      11      25      455         539       19
40       28      79      12      400         497       13
41       86      77      13      429         536       11
42       17      84      18      539         647       16
43       37      1       13      453         553       17
44       23      84      21      366         465       10
45       0       78      24      506         584       10
46       11      95      24      541         629       16
47       74      2       24      531         594       10
48       7       87      13      545         618       13
49       91      78      11      466         567       17
50       23      72      18      294         360       20
51       90      35      16      441         534       17
52       15      81      25      515         607       14
53       31      0       16      545         623       18
54       31      76      19      271         377       13
55       88      37      13      426         521       14
56       22      96      10      457         523       15
57       63      62      23      220         290       18
58       24      86      20      458         555       10
59       99      12      22      520         584       20
60       22      71      17      428         513       12
61       23      4       12      492         584       18
62       23      75      15      378         462       15
63       64      46      11      179         270       12
64       30      87      20      468         552       15
65       17      97      23      506         616       13
66       0       67      17      465         571       16
67       4       13      18      601         710       12
68       20      69      12      401         478       15
69       11      44      18      344         443       16
70       29      87      18      450         553       13
71       53      4       13      503         577       18
72       40      84      11      321         426       13
73       26      58      17      301         386       15
74       23      90      11      414         484       17
75       76      7       18      431         526       12
76       9       77      16      435         497       20
77       10      36      17      453         519       20
78       32      91      11      403         511       18
79       81      54      11      275         361       10
80       30      94      25      465         536       12
81       3       24      20      561         664       10
82       18      76      10      452         529       19
83       98      3       19      606         682       10
84       35      89      23      467         570       16
85       85      33      21      376         446       11
86       14      78      13      446         513       14
87       76      80      24      443         536       16
88       31      90      13      500         586       20
89       11      81      12      469         565       13
90       13      93      15      593         664       17
91       90      99      22      587         647       10
92       34      82      17      445         550       20
93       65      21      23      320         425       15
94       37      73      14      366         437       12
95       60      95      10      462         546       17
96       26      79      21      440         530       14
97       43      51      23      141         248       11
98       37      65      11      244         311       14
99       11      97      12      657         744       19
100      30      83      22      372         457       15

INSTANCE TD_UNIQUE_C_25_359
LAYOUT C
CUSTOMERS 25
TOTAL_VEHICLES 8
VEHICLE_CAPACITIES
71 77 78 86 91 92 93 95
M_INTERVALS 4
START    END      SPEED_MULTIPLIER
0        300      1.29
300      600      0.62
600      1000     1.45
1000     2000     0.91
CUSTOMER_DATA
CUST_NO  XCOORD  YCOORD  DEMAND  READY_TIME  DUE_DATE  SERVICE_TIME
0        50      50      0       0           900       0
1        17      14      18      222         324       19
2        95      6       21      430         507       19
3        39      77      25      462         568       14
4        28      9       18      58          147       16
5        80      23      22      323         395       14
6        56      72      11      500         592       14
7        19      17      24      69          147       12
8        77      10      14      216         316       13
9        49      90      22      645         733       18
10       27      21      16      122         225       18
11       79      17      12      365         450       13
12       57      78      15      555         615       17
13       25      14      19      284         390       11
14       73      6       25      455         542       15
15       44      75      14      478         565       17
16       25      9       24      129         189       19
17       75      9       20      458         518       11
18       50      81      22      388         493       15
19       8       21      18      126         211       10
20       81      18      18      374         444       12
21       53      80      17      440         542       11
22       14      7       16      194         282       18
23       89      16      21      407         517       13
24       45      93      12      369         447       13
25       25      10      19      214         289       12

INSTANCE TD_UNIQUE_RC_25_360
LAYOUT RC
CUSTOMERS 25
TOTAL_VEHICLES 8
VEHICLE_CAPACITIES
57 69 86 89 91 98 101 103
M_INTERVALS 4
START    END      SPEED_MULTIPLIER
0        300      1.01
300      600      0.44
600      1000     1.45
1000     2000     1.08
CUSTOMER_DATA
CUST_NO  XCOORD  YCOORD  DEMAND  READY_TIME  DUE_DATE  SERVICE_TIME
0        50      50      0       0           900       0
1        78      44      18      216         293       12
2        25      68      16      294         370       13
3        36      100     25      322         426       13
4        16      76      21      257         318       20
5        100     35      25      449         527       13
6        27      78      24      312         419       14
7        26      90      25      364         430       14
8        16      87      25      330         400       18
9        82      99      16      391         497       16
10       28      73      20      243         313       17
11       2       25      11      341         446       20
12       30      83      24      333         443       11
13       15      22      13      273         339       15
14       19      90      21      352         426       17
15       28      90      13      411         505       10
16       28      83      13      320         414       17
17       7       30      24      366         440       10
18       32      91      25      317         419       16
19       68      87      15      308         379       11
20       9       75      22      314         408       12
21       78      45      19      211         272       17
22       28      81      20      286         371       16
23       34      39      13      185         290       11
24       14      82      14      336         444       19
25       50      43      11      127         198       12

INSTANCE TD_UNIQUE_RC_100_361
LAYOUT RC
CUSTOMERS 100
TOTAL_VEHICLES 28
VEHICLE_CAPACITIES
51 63 64 65 69 71 71 74 84 85 86 90 90 91 91 91 94 95 97 99 106 106 111 111 111 112 112 113
M_INTERVALS 4
START    END      SPEED_MULTIPLIER
0        300      1.22
300      600      0.59
600      1000     1.33
1000     2000     1.01
CUSTOMER_DATA
CUST_NO  XCOORD  YCOORD  DEMAND  READY_TIME  DUE_DATE  SERVICE_TIME
0        50      50      0       0           1300       0
1        43      44      25      89          198       18
2        34      83      19      360         428       20
3        17      73      17      433         509       20
4        36      83      23      444         508       13
5        57      47      15      110         188       13
6        8       85      19      546         611       14
7        41      87      25      467         530       18
8        26      82      17      465         555       16
9        51      93      16      488         597       20
10       42      82      11      326         397       19
11       86      85      22      445         524       15
12       24      61      10      369         430       17
13       54      60      25      144         247       14
14       26      78      25      413         480       14
15       89      92      21      542         640       16
16       20      61      13      289         388       13
17       89      62      22      463         542       14
18       27      82      12      405         499       16
19       67      94      19      502         569       18
20       14      77      17      517         621       20
21       21      63      16      313         411       17
22       22      75      20      376         475       20
23       32      40      18      233         294       16
24       14      75      16      408         489       10
25       32      20      11      301         371       17
26       11      82      21      490         585       15
27       6       87      25      550         611       10
28       29      73      19      406         478       10
29       68      90      12      426         495       15
30       18      85      13      513         601       16
31       75      44      18      241         304       15
32       34      69      21      271         349       12
33       10      42      12      370         441       15
34       34      79      20      276         340       16
35       100     16      10      617         708       14
36       25      84      13      459         551       15
37       54      80      21      281         376       16
38       0       73      21      535         644       17
39       60      57      23      138         243       10
40       11      73      17      425         507       16
41       23      43      15      248         351       11
42       29      80      19      359         419       10
43       4       12      21      518         591       10
44       28      71      22      282         362       15
45       41      24      17      242         352       20
46       0       73      13      470         571       11
47       30      14      13      361         464       13
48       13      79      12      473         558       15
49       74      61      21      305         390       19
50       12      94      16      548         654       16
51       68      1       13      586         691       18
52       11      80      25      421         487       15
53       22      54      25      339         399       13
54       4       92      13      585         684       14
55       84      76      13      375         479       17
56       14      83      24      466         526       10
57       100     80      21      576         639       12
58       19      78      17      457         554       20
59       40      94      11      387         479       12
60       31      73      15      268         341       10
61       20      49      18      311         406       17
62       27      91      20      537         597       13
63       33      76      24      397         493       16
64       6       64      20      468         563       15
65       9       58      15      438         517       16
66       21      88      13      525         607       17
67       21      2       21      523         626       17
68       24      81      13      434         510       16
69       79      14      25      521         603       16
70       17      85      18      433         541       20
71       52      26      12      254         323       19
72       30      71      23      384         446       17
73       97      32      18      492         555       20
74       17      66      23      454         517       14
75       87      32      21      420         503       20
76       6       84      22      556         617       18
77       12      75      10      383         467       12
78       31      89      15      480         548       13
79       1       92      24      646         734       16
80       6       74      17      550         611       14
81       52      99      20      431         509       20
82       26      79      22      380         442       17
83       44      85      21      321         393       12
84       21      72      25      320         413       18
85       91      25      15      476         539       10
86       24      78      20      362         437       19
87       49      24      21      358         455       15
88       18      81      24      459         539       19
89       8       6       22      512         604       16
90       3       97      19      583         678       16
91       34      57      25      214         316       11
92       17      76      17      371         460       15
93       38      9       10      460         539       10
94       14      77      15      404         493       12
95       56      94      21      434         503       10
96       17      80      25      509         585       13
97       24      29      13      417         517       12
98       32      79      20      311         405       15
99       29      71      12      255         332       11
100      11      79      15      429         519       13

INSTANCE TD_UNIQUE_C_100_362
LAYOUT C
CUSTOMERS 100
TOTAL_VEHICLES 28
VEHICLE_CAPACITIES
60 64 72 76 77 77 79 82 84 84 87 92 94 94 97 98 99 100 101 101 102 107 107 110 112 114 115 116
M_INTERVALS 4
START    END      SPEED_MULTIPLIER
0        300      1.16
300      600      0.6
600      1000     1.35
1000     2000     1.01
CUSTOMER_DATA
CUST_NO  XCOORD  YCOORD  DEMAND  READY_TIME  DUE_DATE  SERVICE_TIME
0        50      50      0       0           1300       0
1        23      13      19      35          126       14
2        85      16      25      337         400       16
3        49      84      25      360         442       11
4        13      13      23      224         290       13
5        75      21      17      201         302       20
6        58      76      24      411         471       11
7        18      10      12      25          127       20
8        89      22      25      321         405       13
9        58      82      13      494         596       20
10       7       26      22      13          103       18
11       86      25      22      206         272       17
12       46      83      24      620         701       10
13       16      27      12      278         355       15
14       76      28      25      367         442       18
15       39      73      12      494         591       13
16       11      20      10      268         331       20
17       79      15      10      200         288       11
18       42      82      24      574         635       19
19       27      20      22      86          160       10
20       81      14      17      375         443       19
21       40      82      10      553         619       17
22       18      22      20      198         258       19
23       79      8       18      331         392       14
24       46      92      24      547         648       18
25       24      12      15      44          139       17
26       77      19      24      228         317       11
27       56      83      17      501         609       11
28       13      20      20      110         200       12
29       89      29      22      222         298       18
30       58      87      10      377         439       15
31       18      18      24      13          76        13
32       82      13      24      329         402       15
33       51      97      18      529         619       18
34       16      22      24      6           71        10
35       76      36      20      282         388       20
36       50      83      22      547         632       13
37       3       24      20      118         204       19
38       79      26      11      203         299       10
39       41      84      23      546         643       18
40       16      19      22      159         232       13
41       93      19      16      365         475       17
42       54      77      20      585         690       10
43       19      21      18      89          171       13
44       75      27      23      435         508       15
45       48      79      10      387         488       13
46       29      13      24      223         301       14
47       77      15      22      471         537       14
48       48      79      13      491         559       12
49       17      21      18      237         303       15
50       83      20      16      278         367       15
51       50      93      21      460         532       17
52       16      25      18      185         259       15
53       85      15      15      415         497       14
54       43      87      24      420         510       14
55       29      12      15      185         266       13
56       76      22      18      367         468       19
57       42      73      23      639         716       16
58       25      19      25      107         183       18
59       75      25      16      408         496       10
60       51      81      18      421         481       17
61       25      28      25      76          152       17
62       89      17      20      377         464       10
63       46      95      12      513         591       16
64       21      26      17      261         343       12
65       78      25      19      432         505       17
66       43      84      16      444         551       17
67       18      28      21      175         254       12
68       78      15      23      453         539       17
69       38      84      25      521         584       18
70       12      9       24      264         374       18
71       75      12      24      322         386       13
72       49      75      21      627         731       13
73       6       24      17      248         352       19
74       87      16      21      227         305       19
75       46      77      16      383         458       14
76       16      12      18      117         186       17
77       76      31      16      434         523       17
78       51      86      20      644         750       18
79       9       34      19      290         385       13
80       74      2       11      401         472       13
81       36      90      10      648         748       20
82       10      28      16      139         240       10
83       74      21      25      463         560       17
84       37      83      11      459         562       15
85       15      14      16      144         207       11
86       74      17      23      394         466       11
87       51      78      24      385         475       12
88       7       24      23      25          131       17
89       90      21      25      400         505       14
90       48      71      15      579         676       12
91       28      29      15      84          159       17
92       88      17      20      334         431       13
93       54      75      13      523         588       15
94       12      20      21      248         315       10
95       94      23      22      489         583       17
96       42      81      16      470         554       17
97       23      27      18      33          97        20
98       83      19      20      466         526       15
99       57      82      14      446         526       20
100      16      16      13      92          178       14

INSTANCE TD_UNIQUE_RC_100_363
LAYOUT RC
CUSTOMERS 100
TOTAL_VEHICLES 28
VEHICLE_CAPACITIES
57 58 62 62 66 77 78 78 79 83 84 85 86 86 87 90 93 96 97 99 100 104 105 106 107 107 107 108
M_INTERVALS 4
START    END      SPEED_MULTIPLIER
0        300      1.27
300      600      0.29
600      1000     1.45
1000     2000     0.97
CUSTOMER_DATA
CUST_NO  XCOORD  YCOORD  DEMAND  READY_TIME  DUE_DATE  SERVICE_TIME
0        50      50      0       0           1300       0
1        68      76      25      338         446       20
2        31      73      20      283         366       14
3        97      98      22      626         719       18
4        14      92      12      471         558       12
5        61      50      23      96          162       14
6        33      77      13      301         385       14
7        88      62      12      474         549       19
8        19      77      22      389         460       15
9        58      84      19      297         402       16
10       28      77      19      423         495       16
11       64      36      23      284         367       15
12       16      74      12      440         509       12
13       41      27      14      344         440       10
14       11      66      12      382         485       11
15       27      28      10      367         477       20
16       25      84      11      423         533       15
17       24      36      16      346         412       11
18       31      89      20      470         563       18
19       61      9       25      364         448       12
20       23      73      14      438         517       18
21       63      65      10      241         319       16
22       36      71      20      249         351       15
23       11      68      22      445         506       19
24       34      92      12      421         521       18
25       64      43      11      244         344       10
26       13      77      12      392         486       17
27       38      47      22      134         213       15
28       25      99      18      579         687       18
29       34      77      10      404         504       11
30       37      84      19      330         399       11
31       99      28      10      544         624       11
32       17      70      15      399         488       10
33       19      40      17      332         435       19
34       13      81      25      509         599       14
35       95      33      15      481         553       11
36       15      88      21      488         593       19
37       8       0       14      560         648       10
38       8       96      23      565         639       11
39       10      89      19      598         670       13
40       20      83      22      509         611       13
41       47      30      21      176         263       18
42       38      82      24      312         416       14
43       15      98      10      559         635       12
44       25      77      24      325         412       20
45       58      61      17      233         297       16
46       20      62      13      406         495       14
47       27      48      25      225         308       17
48       8       51      23      372         451       18
49       2       76      23      461         565       12
50       30      66      22      214         289       14
51       26      97      11      539         637       20
52       15      78      15      443         505       19
53       65      30      20      317         402       15
54       27      86      13      470         546       19
55       26      37      25      232         331       14
56       11      82      17      530         633       10
57       28      66      22      373         460       14
58       9       81      19      557         628       10
59       47      97      15      402         487       17
60       17      69      19      410         496       10
61       17      67      23      455         556       16
62       27      58      14      269         342       15
63       81      66      23      341         440       19
64       33      64      15      300         368       15
65       11      90      15      612         675       10
66       6       80      21      489         589       16
67       28      47      20      201         301       14
68       33      79      13      313         390       11
69       98      10      10      564         626       10
70       37      77      14      348         431       10
71       40      44      10      190         250       14
72       13      74      17      461         528       11
73       12      11      21      496         569       10
74       10      75      19      474         572       15
75       40      6       15      414         510       13
76       20      80      13      380         480       12
77       20      98      19      473         560       15
78       30      60      25      317         380       12
79       52      24      10      360         426       15
80       32      67      10      278         350       18
81       92      90      18      609         687       14
82       0       64      13      566         667       19
83       22      87      14      531         641       11
84       32      75      18      308         416       18
85       99      34      10      511         580       20
86       36      84      19      417         515       19
87       29      94      19      473         538       14
88       33      66      25      225         328       10
89       54      36      20      193         299       16
90       24      89      25      535         602       19
91       99      100     14      586         691       17
92       35      75      13      280         343       12
93       70      44      22      236         341       19
94       13      76      24      480         567       13
95       78      66      11      301         372       19
96       12      94      21      583         645       14
97       84      62      25      363         432       19
98       33      67      17      292         364       14
99       33      43      19      254         347       12
100      31      85      23      364         447       17

INSTANCE TD_UNIQUE_C_100_364
LAYOUT C
CUSTOMERS 100
TOTAL_VEHICLES 28
VEHICLE_CAPACITIES
59 73 76 77 78 80 81 83 84 85 85 86 89 90 91 91 93 94 96 98 100 101 101 103 105 105 109 113
M_INTERVALS 4
START    END      SPEED_MULTIPLIER
0        300      1.27
300      600      0.23
600      1000     1.53
1000     2000     1.01
CUSTOMER_DATA
CUST_NO  XCOORD  YCOORD  DEMAND  READY_TIME  DUE_DATE  SERVICE_TIME
0        50      50      0       0           1300       0
1        7       15      17      8           82        10
2        89      27      21      271         370       16
3        56      78      20      384         452       14
4        30      20      17      110         189       15
5        81      20      20      399         502       15
6        49      81      14      550         656       18
7        20      9       15      167         242       16
8        71      24      22      494         568       13
9        32      81      22      486         578       14
10       11      15      14      92          199       10
11       77      20      25      487         549       16
12       40      86      19      615         718       11
13       4       17      25      140         233       10
14       80      6       17      475         570       12
15       49      93      16      528         607       14
16       10      24      18      146         216       12
17       81      22      20      271         349       16
18       56      83      21      585         650       19
19       20      21      22      203         293       15
20       80      6       20      228         296       17
21       54      73      10      561         624       18
22       28      25      20      153         219       14
23       88      17      15      494         589       19
24       48      73      16      454         536       16
25       22      17      14      63          149       15
26       83      21      22      401         493       14
27       40      64      18      376         468       19
28       18      23      25      3           76        18
29       75      23      25      215         317       11
30       45      82      13      569         661       16
31       19      9       11      81          151       11
32       77      20      11      228         336       20
33       55      89      14      386         463       20
34       22      18      24      210         271       18
35       83      5       19      463         554       12
36       55      81      14      631         722       12
37       16      13      10      220         306       14
38       91      16      23      308         401       13
39       48      88      19      526         595       17
40       7       12      23      132         241       18
41       91      14      13      407         477       13
42       64      79      18      613         711       15
43       12      16      24      207         277       12
44       68      19      13      332         441       20
45       46      78      15      611         696       16
46       9       17      17      230         316       12
47       91      37      16      229         311       18
48       41      91      10      387         451       12
49       15      25      17      264         367       14
50       83      18      16      316         421       15
51       37      86      21      641         711       20
52       24      10      13      212         280       17
53       84      22      12      363         463       20
54       49      86      16      576         658       15
55       8       18      19      195         270       15
56       83      12      13      466         527       20
57       55      79      11      391         493       13
58       14      15      14      12          97        16
59       75      17      19      471         539       13
60       46      80      20      504         611       20
61       22      21      24      142         234       20
62       78      29      24      255         354       19
63       54      76      16      406         515       18
64       8       18      16      171         231       11
65       80      31      25      236         330       13
66       45      70      16      535         613       17
67       15      18      24      251         328       15
68       72      18      22      211         315       11
69       54      93      12      641         717       14
70       26      22      13      300         379       13
71       87      15      16      419         527       15
72       48      87      21      585         648       19
73       22      20      16      169         250       14
74       84      22      25      334         398       17
75       44      82      17      549         632       12
76       14      16      21      122         229       11
77       70      25      20      227         320       13
78       50      85      23      525         620       11
79       22      2       23      247         326       17
80       87      14      16      380         487       12
81       51      84      24      428         537       15
82       21      23      23      15          96        17
83       85      27      22      322         422       14
84       42      86      17      579         657       18
85       25      10      16      95          172       15
86       72      7       19      415         525       11
87       44      79      20      375         435       12
88       18      20      23      84          187       16
89       82      7       17      205         291       16
90       54      87      19      584         648       18
91       11      17      25      292         395       11
92       85      6       18      418         513       14
93       50      88      17      422         519       13
94       19      14      23      38          117       20
95       69      30      21      434         531       11
96       50      86      13      417         492       16
97       9       1       20      49          116       16
98       74      15      20      235         315       15
99       37      94      12      539         617       13
100      14      13      17      143         231       15

INSTANCE TD_UNIQUE_C_100_365
LAYOUT C
CUSTOMERS 100
TOTAL_VEHICLES 28
VEHICLE_CAPACITIES
56 65 68 73 75 77 79 80 82 83 83 84 85 89 91 97 98 100 101 103 104 104 105 106 107 108 108 108
M_INTERVALS 4
START    END      SPEED_MULTIPLIER
0        300      1.01
300      600      0.5
600      1000     1.45
1000     2000     0.99
CUSTOMER_DATA
CUST_NO  XCOORD  YCOORD  DEMAND  READY_TIME  DUE_DATE  SERVICE_TIME
0        50      50      0       0           1300       0
1        9       17      23      10          118       11
2        76      21      11      326         403       14
3        48      74      18      565         659       14
4        21      24      24      121         217       20
5        95      11      24      380         450       17
6        46      76      12      381         487       10
7        12      38      18      234         339       16
8        77      26      17      387         487       14
9        50      91      20      351         415       20
10       17      15      22      193         257       10
11       76      19      22      397         461       19
12       55      73      20      565         640       11
13       21      16      15      12          89        16
14       80      16      12      298         397       10
15       55      86      23      519         586       11
16       31      12      14      0           109       15
17       74      29      18      299         387       19
18       57      78      10      579         639       12
19       19      14      11      37          99        10
20       80      22      18      269         372       16
21       48      91      10      383         471       10
22       27      28      20      1           70        14
23       73      25      10      443         524       19
24       44      89      21      500         599       14
25       3       19      14      198         259       17
26       81      32      22      487         571       20
27       51      74      16      553         643       11
28       13      23      21      79          147       14
29       78      18      12      425         499       18
30       54      98      15      521         624       13
31       18      20      21      27          136       19
32       86      0       19      313         382       10
33       48      82      24      590         698       19
34       10      18      12      133         199       15
35       85      14      17      442         523       17
36       46      83      19      402         504       12
37       15      17      17      145         210       18
38       85      22      12      460         554       16
39       51      79      23      388         453       10
40       15      25      16      220         313       16
41       84      20      19      408         497       14
42       51      81      11      455         547       13
43       19      24      23      113         216       20
44       63      21      15      246         353       19
45       51      80      20      379         448       12
46       4       16      16      0           72        20
47       85      19      14      367         456       19
48       37      86      10      422         486       13
49       2       4       20      261         326       20
50       79      29      22      307         396       13
51       46      73      15      409         490       13
52       13      20      13      257         360       20
53       78      23      23      249         316       15
54       46      90      22      584         647       18
55       15      12      18      96          167       10
56       74      15      19      325         433       20
57       51      76      12      638         747       18
58       13      14      23      40          104       20
59       80      0       19      249         341       14
60       55      75      10      357         441       17
61       10      10      23      63          140       10
62       78      39      16      387         455       18
63       49      94      21      428         514       17
64       40      12      24      259         340       19
65       79      21      18      358         458       17
66       54      80      11      575         681       13
67       20      21      25      286         384       20
68       93      22      19      425         489       18
69       50      82      23      577         674       17
70       6       30      12      132         220       18
71       78      29      21      391         463       20
72       38      67      25      650         720       19
73       23      14      25      142         232       17
74       85      11      18      278         356       14
75       56      81      23      528         614       15
76       27      11      14      211         306       10
77       77      17      10      401         464       10
78       50      76      25      559         653       12
79       7       10      14      120         182       14
80       79      23      11      313         386       14
81       57      85      10      427         528       17
82       26      18      17      119         183       10
83       93      14      18      307         415       20
84       48      86      20      354         418       17
85       16      18      10      260         370       20
86       84      24      22      247         343       17
87       53      86      24      577         642       17
88       10      28      23      165         255       12
89       83      22      23      453         551       19
90       46      90      16      487         565       11
91       29      30      15      91          182       10
92       81      10      10      463         566       17
93       60      76      10      556         637       14
94       24      8       14      163         236       10
95       87      14      10      350         451       14
96       46      82      20      384         491       18
97       9       12      12      257         347       12
98       84      8       24      472         574       20
